GENERATION,EPOCHS_RUN,LOSS,TEST_ACCURACY
1,1,1.951897919178009,0.2982536777853966
1,2,1.7805914282798767,0.4193474277853966
1,3,1.7067782580852509,0.3577665463089943
1,4,1.484352469444275,0.4046415463089943
1,5,1.423348218202591,0.5151654481887817
1,10,1.4129538238048553,0.436121329665184
1,21,1.3684900999069214,0.46047794818878174
1,23,1.390001267194748,0.49563419818878174
1,25,1.3814621567726135,0.46920955926179886
1,26,1.3436781466007233,0.46530330926179886
1,27,1.3217277526855469,0.4820772111415863
1,31,1.277070939540863,0.4584099277853966
1,35,1.295541137456894,0.510340079665184
1,41,1.2502902150154114,0.46047794818878174
1,43,1.2007611989974976,0.486902579665184
1,45,1.1888876259326935,0.498621329665184
1,49,1.1850038170814514,0.5328584611415863
2,53,1.0837024450302124,0.5503216981887817
2,54,1.069435715675354,0.6022518426179886
2,75,1.0323112607002258,0.5395220592617989
2,76,1.1060010939836502,0.5866268426179886
2,77,1.0307457745075226,0.584558829665184
2,79,1.029225081205368,0.5992647111415863
2,80,0.9418975114822388,0.6716452240943909
2,83,0.917506605386734,0.607996329665184
2,86,1.1216674149036407,0.6227022111415863
2,87,1.0668326318264008,0.5551470592617989
2,90,1.0175590068101883,0.6295955926179886
2,92,0.939575120806694,0.6208639740943909
2,94,0.9096805453300476,0.6569393426179886
2,98,0.8870836198329926,0.6755514740943909
3,118,0.8778486400842667,0.6707261055707932
3,120,0.9260176569223404,0.6764705926179886
3,123,0.8933226615190506,0.6608455926179886
3,129,0.8530021458864212,0.6794577240943909
3,130,0.9448621571063995,0.6872702240943909
3,131,0.915783628821373,0.6902573555707932
3,132,0.757574200630188,0.7458639740943909
4,168,0.7124245017766953,0.76875
5,218,0.70185467004776,0.734375
6,226,0.6654614686965943,0.753125
6,237,0.7287670969963074,0.759375
6,248,0.6622387170791626,0.75
7,277,0.7697489619255066,0.753125
7,278,0.7438147783279419,0.7325000047683716
7,283,0.6819491386413574,0.7462499976158142
8,303,0.6819920897483825,0.7600000023841857
9,319,0.6757099688053131,0.7336249947547913
9,323,0.6454016089439392,0.7853749990463257
10,340,0.6393833637237549,0.76875
10,341,0.6864353895187378,0.784375
10,349,0.672657024860382,0.753125
10,360,0.6814832568168641,0.759375
10,364,0.6641437172889709,0.76875
11,368,0.6860922932624817,0.771875
11,377,0.6800533056259155,0.75625
11,389,0.6931104779243469,0.765625
11,392,0.6565287590026856,0.775
12,401,0.6564951241016388,0.7375
12,402,0.7298845648765564,0.7487499952316284
12,405,0.6917143344879151,0.7643749952316284
12,417,0.6392947316169739,0.771875
12,420,0.6343129694461822,0.7887500047683715
12,422,0.6311225712299346,0.7793750047683716
13,447,0.5596646666526794,0.8143749952316284
13,465,0.5578525602817536,0.8106250047683716
14,502,0.638448292016983,0.8165972232818604
14,504,0.48845847845077517,0.8019444465637207
15,515,0.7143366694450378,0.8059027791023254
15,516,0.7059427380561829,0.7639583349227905
15,517,0.6193583488464356,0.8024305582046509
15,519,0.6391282558441163,0.8238194465637207
15,526,0.5686521768569947,0.7984722256660461
15,528,0.6517645478248596,0.8014583349227905
15,530,0.6023071765899658,0.7559027791023254
15,531,0.7303748965263367,0.7654166698455811
15,533,0.7091604232788086,0.7988194465637207
15,534,0.6395078659057617,0.7899305582046509
15,543,0.5401387512683868,0.7899305582046509
15,544,0.6167378485202789,0.7993055582046509
15,549,0.6191021203994751,0.8045833349227905
16,554,0.5652532935142517,0.8068750023841857
16,558,0.6321273922920227,0.8077083349227905
16,562,0.5846264958381653,0.794861114025116
16,565,0.5823007583618164,0.7702083349227905
16,567,0.6171974122524262,0.7925694465637207
16,571,0.6141576409339905,0.762291669845581
16,572,0.8017841100692749,0.7680555582046509
16,573,0.7240945339202881,0.8165972232818604
16,575,0.6057924270629883,0.7751388907432556
17,578,0.675858348608017,0.7863194465637207
17,579,0.6520832777023315,0.777916669845581
17,581,0.604890125989914,0.8086805582046509
17,584,0.660787034034729,0.8264583349227905
17,588,0.6201511323451996,0.7716666698455811
17,589,0.7916730284690857,0.7787500023841858
17,590,0.7560277581214905,0.784166669845581
17,591,0.6355444908142089,0.7782638907432556
17,593,0.5818207144737244,0.8001388907432556
17,596,0.7220922887325287,0.8019444465637207
17,597,0.4914332330226898,0.8113194465637207
17,610,0.5551068902015686,0.8139583349227906
17,614,0.5406295657157898,0.8243055582046509
17,620,0.629944258928299,0.8309027791023255
17,625,0.6200800895690918,0.7854861140251159
18,631,0.6859705507755279,0.7979166626930236
18,634,0.666766905784607,0.7770833373069763
18,635,0.6285870790481567,0.8010416626930237
18,636,0.6738950908184052,0.8041666626930237
18,637,0.6549517452716828,0.821875
18,640,0.605021184682846,0.7854166626930237
18,642,0.7045852959156036,0.79375
18,645,0.6650933146476745,0.825
18,646,0.6154217183589935,0.8260416626930237
18,648,0.6154586970806122,0.8291666626930236
18,656,0.6078293859958649,0.7979166626930236
18,657,0.6943396210670472,0.8291666626930236
18,659,0.6073214471340179,0.8166666626930237
18,660,0.5476813614368439,0.7895833373069763
18,662,0.6178720712661743,0.7989583373069763
18,664,0.5869892299175262,0.7979166626930236
18,667,0.6892855763435364,0.80625
18,668,0.6573238670825958,0.8041666626930237
18,672,0.5473412930965423,0.8135416626930236
19,688,0.5941562414169311,0.8208333373069763
19,702,0.5714210510253906,0.8197916626930237
19,711,0.5668826818466186,0.815625
19,713,0.5806277513504028,0.8302083373069763
19,714,0.5661268293857574,0.7875
19,715,0.6716413140296936,0.7958333373069764
19,718,0.6922812819480896,0.8177083373069763
19,722,0.6229503452777863,0.809375
20,727,0.6064083933830261,0.8
20,736,0.680677729845047,0.8104166626930237
20,738,0.6317502737045289,0.8177083373069763
20,741,0.5715770721435547,0.8260416626930237
20,761,0.5985279083251953,0.8458333373069763
20,763,0.48483486771583556,0.8427083373069764
21,799,0.5832952976226806,0.8489583373069763
21,802,0.5733114540576935,0.853125
21,809,0.5408997654914856,0.8083333373069763
21,810,0.613887506723404,0.8354166626930237
22,815,0.5954983174800873,0.8375
22,839,0.5413082838058472,0.840625
23,844,0.6564432144165039,0.8416666626930237
23,847,0.6287509441375733,0.803125
23,855,0.6282573103904724,0.8364583373069763
23,859,0.5997313618659973,0.815625
23,865,0.6522284209728241,0.8208333373069763
23,868,0.6303843796253205,0.7958333373069764
23,869,0.679803478717804,0.828125
23,871,0.6707509279251098,0.7958333373069764
23,874,0.622613114118576,0.821875
23,875,0.6120540261268616,0.8479166626930237
23,877,0.605701619386673,0.7802083373069764
23,878,0.8507313013076783,0.7979166626930236
23,879,0.8003187298774719,0.7916666626930237
23,880,0.46902099847793577,0.83125
24,896,0.7248771607875824,0.8354166626930237
24,900,0.6198840022087098,0.8239583373069763
24,909,0.5854224622249603,0.8166666626930237
24,910,0.5095796525478363,0.8447916626930236
25,949,0.5025592744350433,0.84375
26,981,0.4800837278366089,0.8322916626930237
27,1031,0.4981626391410828,0.8484953761100769
28,1063,0.5206587016582489,0.8559027791023255
29,1069,0.4872461234529813,0.84375
29,1077,0.4611988464991252,0.8385416666666666
29,1081,0.5514003249506155,0.8411458333333334
29,1085,0.6513664722442627,0.8489583333333334
29,1087,0.5921155586838722,0.8463541666666666
29,1088,0.5508121401071548,0.8385416666666666
29,1100,0.6528180013410747,0.8515625
29,1103,0.6364283959070841,0.8020833333333334
29,1104,0.7962412635485331,0.8125
29,1106,0.6197354147831599,0.8098958333333334
29,1109,0.673885685702165,0.8255208333333334
29,1110,0.6422485619938622,0.8411458333333334
30,1111,0.5973482578992844,0.8078125019868215
30,1113,0.9003188659747442,0.8463541666666666
30,1114,0.7685078233480453,0.7635416686534882
30,1116,0.5722467588881651,0.8359375
30,1117,0.5487249490494529,0.8385416666666666
30,1126,0.5754409184058508,0.8416666686534882
30,1128,0.6636196672916412,0.84375
30,1133,0.5641772747039795,0.8104166686534882
30,1134,0.7250128888214628,0.8645833333333334
30,1137,0.6554383635520935,0.7786458333333334
30,1139,0.594328119729956,0.8463541666666666
30,1147,0.5348491743206978,0.8520833353201548
31,1155,0.5315749446551005,0.853794644276301
31,1158,0.4946591593325138,0.8619791666666666
31,1164,0.4491295237094164,0.8255208333333334
32,1181,0.48190730810165405,0.8407738109429678
32,1199,0.5351273020108541,0.8433779776096344
32,1214,0.7502429435650507,0.84375
33,1215,0.6382749378681183,0.7994791666666666
33,1216,0.8837170799573263,0.8015624980131785
33,1219,0.7624630630016327,0.8156250019868215
33,1221,0.7245743175347646,0.798437496026357
33,1225,0.6989602943261465,0.8015624980131785
33,1226,0.8560178875923157,0.8276041646798452
33,1228,0.6124128351608912,0.8239583373069763
33,1234,0.6838211715221405,0.8526041706403097
33,1238,0.571237102150917,0.826562503973643
33,1255,0.555051252245903,0.8208333353201548
33,1257,0.5451876272757848,0.8083333373069763
34,1258,0.627383237083753,0.8251488109429678
34,1261,0.5667835623025894,0.8500744005044302
34,1266,0.5341804449756941,0.8604910671710968
34,1295,0.4656344677011172,0.8462301592032114
35,1333,0.5625191057721773,0.8591269850730896
36,1373,0.5447191447019577,0.8142361144224802
36,1376,0.6889129926760992,0.8220486144224802
36,1379,0.788994828859965,0.823784718910853
36,1380,0.8455100059509277,0.8272569477558136
36,1381,0.933819055557251,0.831597218910853
36,1382,0.7772283554077148,0.7881944477558136
36,1383,0.7245244483153025,0.7951388855775198
37,1384,0.7660087744394938,0.8280228773752848
37,1385,0.6628816326459249,0.8038705090681711
37,1386,0.8640474031368891,0.8254187107086182
37,1387,0.8587919871012369,0.7745608687400818
37,1388,0.6898488054672877,0.830014298359553
37,1391,0.8060831973950068,0.8664726316928864
37,1393,0.6688801149527231,0.8025939563910166
37,1396,0.7992326269547144,0.8104575177033743
37,1398,0.7219042728344599,0.8019301493962606
37,1399,1.017080048720042,0.805912991364797
37,1401,0.686462844411532,0.8130106230576833
37,1402,0.7186360061168671,0.8209252456823984
37,1405,0.653849924604098,0.8163296580314636
37,1407,0.7758308624227842,0.8248059650262197
37,1409,0.6972977568705877,0.7869689563910166
37,1410,0.5788637151320776,0.8429840703805288
37,1412,0.7543747127056122,0.8592728773752848
37,1414,0.667858491341273,0.816840281089147
37,1416,0.7107982983191808,0.8377757370471954
37,1419,0.6270677099625269,0.7869689563910166
37,1422,0.7220091223716736,0.7941176493962606
37,1423,0.580717071890831,0.8325674037138621
38,1427,0.778090164065361,0.8703533510367075
38,1429,0.7238992849985758,0.7882455090681711
38,1430,0.7651238342126211,0.7948325177033743
38,1431,0.6367603838443756,0.8547283510367075
38,1450,0.5895766268173853,0.7902369300524393
39,1454,0.525221586227417,0.8325892857142857
39,1457,0.4878717362880707,0.8303571428571429
39,1468,0.44489761548382895,0.859375
39,1475,0.5083503297397068,0.8660714285714286
39,1478,0.4592859816870519,0.8325892857142857
39,1485,0.5969594823462623,0.8348214285714286
39,1486,0.593941079718726,0.8303571428571429
39,1488,0.5526729917951992,0.8392857142857143
39,1491,0.5195477306842804,0.8325892857142857
39,1493,0.5187850551945823,0.8303571428571429
40,1502,0.4943637613739286,0.8303571428571429
40,1505,0.46629354464156286,0.8459821428571429
41,1546,0.4594551622867584,0.8330357159887042
41,1554,0.5216017702727446,0.8459821428571429
42,1556,0.57125053022589,0.875
42,1558,0.5069004212106977,0.84375
42,1569,0.5276811229331153,0.8482142857142857
42,1571,0.4911160575492041,0.8397321445601327
42,1576,0.5009592186127391,0.8482142857142857
0,0,0,0 # first reset with rotational augmentation
43,1577,0.669625780412129,0.7973901118550982
44,1578,0.6891720763274601,0.8265796729496547
44,1581,0.6122094818523952,0.7994505507605416
44,1586,0.7071855706827981,0.8106112650462559
44,1587,0.6299373252051217,0.7860576936176845
44,1588,0.6141831661973681,0.7972184079033988
44,1589,0.5993159455912453,0.8303571428571429
44,1590,0.5396801999637059,0.8126717039516994
44,1610,0.6748089960643223,0.8284684079033988
44,1615,0.5954070048672813,0.8128434079033988
44,1626,0.5777763596602848,0.7951579689979553
45,1627,0.6798670164176396,0.8195398364748273
45,1630,0.6185597479343414,0.8217719793319702
45,1637,0.6061334695134845,0.8149038468088422
45,1641,0.5988829561642238,0.7841689586639404
45,1644,0.6495547315904072,0.7927541221891131
45,1645,0.6553759000131062,0.8080357142857143
45,1647,0.6194350676877158,0.8126717039516994
45,1652,0.58770061816488,0.8020261015210833
45,1653,0.5928998206342969,0.8195398364748273
45,1654,0.5350266886608941,0.8216002753802708
45,1664,0.5766411146947316,0.8260645610945565
45,1675,0.5531784423760006,0.8416895610945565
46,1684,0.5126923663275582,0.850618132523128
46,1689,0.4868476518562862,0.8518200516700745
46,1709,0.4861091205051967,0.8518200516700745
46,1725,0.47608753613063265,0.8406593373843602
47,1736,0.559698760509491,0.8459821428571429
47,1746,0.5339756565434592,0.8415178571428571
47,1767,0.5296100292887006,0.8526785714285714
48,1793,0.670922326190131,0.859375
48,1794,0.5886547650609698,0.8236607142857143
48,1797,0.5225118483815875,0.8236607142857143
48,1801,0.6780881200517926,0.828125
48,1802,0.592389532497951,0.8125
48,1804,0.7649245475019727,0.8169642857142857
48,1805,0.7351880712168557,0.7410714285714286
48,1806,0.503768822976521,0.84375
49,1812,0.4885942041873932,0.8258928571428571
49,1814,0.6737948485783168,0.8303571428571429
49,1816,0.6518439735685077,0.7566964285714286
49,1817,0.4736318971429552,0.8415178571428571
49,1827,0.9495073833635875,0.8660714285714286
49,1829,0.7911856259618487,0.7946428571428571
49,1830,0.6550939636571067,0.8102678571428571
49,1831,0.8456641520772662,0.8169642857142857
49,1832,0.758004720721926,0.8370535714285714
49,1833,0.6116112981523786,0.7946428571428571
49,1834,0.590775123664311,0.8214285714285714
49,1836,0.5807627822671618,0.7901785714285714
49,1837,0.7115825925554548,0.7991071428571429
49,1841,0.6417414546012878,0.796875
49,1843,0.5939248119081769,0.8236607142857143
49,1845,0.4822555312088558,0.859375
0,0,0,0 # second reset with increased image size
43,1577,1.1960399150848389,0.6042968779802322
44,1578,1.068997785449028,0.6312500014901161
44,1579,1.0034006908535957,0.6003906279802322
44,1580,0.8973020911216736,0.6917968764901161
44,1589,0.8357184752821922,0.6609375029802322
44,1594,0.9184048622846603,0.6917968764901161
44,1596,0.8676057867705822,0.6351562514901161
44,1599,0.8094563111662865,0.705078125
44,1607,0.8005679324269295,0.6976562514901161
44,1611,0.8032482638955116,0.6980468779802322
44,1613,0.7479715198278427,0.7015625014901161
44,1616,0.7838943675160408,0.7152343764901161
44,1619,0.7884315475821495,0.7230468764901161
44,1625,0.7553265169262886,0.7074218764901161
44,1626,0.7306112758815289,0.7265625
45,1632,0.754904493689537,0.7280815988779068
45,1639,0.7687531858682632,0.7361111119389534
45,1642,0.7133104242384434,0.7154947891831398
45,1646,0.7649291455745697,0.7272135391831398
45,1658,0.7435730770230293,0.6985677108168602
45,1659,0.7304797023534775,0.7174479141831398
45,1660,0.6951011829078197,0.7341579869389534
45,1670,0.7395056001842022,0.7358940988779068
45,1673,0.7058769762516022,0.7484809011220932
45,1675,0.6786532923579216,0.7526041641831398
46,1703,0.7133050709962845,0.759765625
46,1704,0.69808354601264,0.7421875
46,1707,0.6340712457895279,0.76953125
46,1720,0.6530318185687065,0.771484375
46,1722,0.6313089467585087,0.7578125
47,1727,0.6589913740754128,0.7702414765954018
47,1734,0.6009862087666988,0.7837949842214584
48,1772,0.5942312963306904,0.771484375
48,1774,0.6330390051007271,0.7740885391831398
48,1775,0.626051340252161,0.78515625
48,1782,0.5958553552627563,0.7877604141831398
49,1788,0.550227876752615,0.8003124967217445
49,1789,0.573223102837801,0.8109375014901161
50,1796,0.5606588535010815,0.7924999967217445
50,1806,0.5861710272729397,0.8025781214237213
51,1812,0.5642192251980305,0.7983593717217445
51,1813,0.5289345644414425,0.8106250017881393
51,1849,0.6311763189733028,0.8159374967217445
51,1852,0.6027920953929424,0.7894531264901161
51,1853,0.5598745830357075,0.8064062520861626
52,1867,0.5643274039030075,0.8075781241059303
52,1870,0.5618951506912708,0.7894531264901161
52,1873,0.5792324468493462,0.8011718764901161
53,1880,0.5042046569287777,0.8242968767881393
53,1904,0.5402114130556583,0.8251562491059303
54,1911,0.47668129205703735,0.8354687467217445
55,1942,0.5408620648086071,0.8357812464237213
56,1964,0.5364840477705002,0.7821874991059303
56,1965,0.5351035334169865,0.8137499988079071
56,1968,0.533929854631424,0.8031250014901161
56,1969,0.5253146812319756,0.8217968717217445
57,1974,0.5431773828135597,0.8229166666666666
57,1975,0.5109855242901378,0.8142361111111112
57,1977,0.5699127018451691,0.8454861111111112
57,1978,0.5291420712342693,0.8177083333333334
57,1980,0.5632836090193855,0.8333333333333334
57,1984,0.4613993888099988,0.8368055555555556
57,1991,0.507061501344045,0.8402777777777778
57,1993,0.49348919321265483,0.8125
57,1995,0.5690354473061032,0.8263888888888888
57,1998,0.51501789316535,0.828125
57,2000,0.47770943078729844,0.8263888888888888
57,2005,0.4840482630663448,0.828125
57,2011,0.5575247473186917,0.84375
57,2012,0.5507351789209578,0.8350694444444444
57,2015,0.5442075228525532,0.8211805555555556
57,2016,0.5199210056000285,0.8072916666666666
57,2017,0.5782807568709055,0.828125
57,2019,0.5214619297217319,0.8263888888888888
58,2021,0.46497299066848224,0.8333333333333334
58,2026,0.4569372277231499,0.828125
58,2027,0.5860490633381737,0.8559027777777778
58,2030,0.5536114854945077,0.8333333333333334
